Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min_Nitrate_Nitrite,Min Fecal Coliform,Min Total Coliform,Year,Toilet_Access,Open_Defecation,Rainfall,Risk_Level
TANK,KARNATAKA,25,0.5,6,525,4.0,0.83,4600.0,35000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,2,6.5,726,3.0,0.6,400.0,3500,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,3.3,6.5,351,2.0,1.1,460.0,3500,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,2.1,6.4,267,3.0,0.8,120.0,920,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,3,7,474,4.0,1,4600.0,35000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,0.5,5.9,428,2.0,1.22,3300.0,35000,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,0.5,6.3,262,4.0,0.9,630.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,3.8,6.4,920,4.0,1.4,580.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,3.5,6.5,261,2.6,0.61,460.0,5400,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,20,0.3,6.6,912,5.0,2.1,6300.0,54000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,0.5,6.5,670,4.0,2,4300.0,35000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,0.9,6.5,850,4.0,0.32,1400.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,4.3,6.5,225,3.0,0.02,480.0,3500,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,2.8,6.5,314,3.2,0.65,4600.0,35000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,2.5,6.7,165,5.0,0.5,2300.0,35000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,0.5,6.5,402,4.0,0.19,940.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,3.6,6.3,393,3.0,1,460.0,5400,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,0.8,6.6,302,3.0,1,1200.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,3.2,6.6,133,2.0,0.29,460.0,5400,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,20,1,6.5,519,4.0,0.49,460.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,19,1,6.8,926,6.1,1,460.0,3500,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,4.5,6.2,136,2.0,0.32,63.0,540,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,27,4.6,7.7,510,3.0,0.2,680.0,3900,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,3.6,8,1410,4.0,0.7,680.0,4300,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,2.8,7.3,580,3.6,0.13,920.0,7000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,4.9,7.5,430,1.8,0.14,340.0,2400,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,4.7,7.7,470,3.0,0.32,320.0,2400,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,23,5.3,7.7,390,2.0,0.13,170.0,1100,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,23,4.8,7.7,450,2.0,0.14,270.0,2200,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,4.5,7.7,390,2.2,0.2,320.0,2200,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,23,5.1,7.8,450,2.2,0.17,320.0,1600,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,4.9,7.8,410,2.0,0.1,140.0,920,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,4.8,7.8,500,2.0,0.2,260.0,1700,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,23,5,7.5,440,2.0,0.1,210.0,1700,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,4.9,7.6,400,2.0,0.1,170.0,2100,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,4.2,7.5,340,1.8,0.13,320.0,1700,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,5.2,7.5,380,2.0,0.17,210.0,1300,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,4.8,7.5,410,2.0,0.18,170.0,1100,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,3,7.6,1280,4.0,0.8,610.0,4600,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,5.2,7.6,340,2.0,0.1,120.0,1100,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,5.1,7.5,280,2.0,0.16,140.0,920,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,23,4.9,7.6,280,2.0,0.1,110.0,940,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,26,6.8,7.5,938,4.5,0.1,700.0,2800,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,21,0.3,6.8,394,3.4,0.72,900.0,1600,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,23,5.2,6.9,806,4.5,1.17,70.0,278,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,23,7.1,7.4,358,3.1,0.44,8.0,94,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,7.2,7.6,301,2.1,0.27,2.0,11,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,6.8,7.3,554,3.2,0.42,5.0,39,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,23,6.8,7.2,650,3.2,0.47,5.0,109,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,23,6.6,7.2,693,3.4,0.13,2.0,27,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,7.1,7.4,809,3.5,0.75,13.0,130,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,26,6.7,7,110,1.8,0.3,240.0,800,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,4,7.2,120,2.0,0.3,600.0,900,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,27,5.2,6.9,320,3.4,0.3,5000.0,7000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,26,6.8,7.1,152,2.4,0.3,500.0,1400,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,27,4.1,7,182,2.8,0.3,900.0,2200,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,2.2,8.2,1020,4.6,0.3,50000.0,110000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,3.9,7.1,530,4.8,0.3,5000.0,8000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,6.5,7.5,978,9.0,0.1,2400.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,7.1,6.7,128,2.3,0.21,4.0,14,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,3.2,7,842,4.0,0.29,400.0,2400,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,0.9,7.1,898,6.0,0.62,630.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,0.1,6.4,187,2.3,0.5,4300.0,35000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,0.3,6.5,161,4.0,0.76,790.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,0.6,6.3,301,3.0,0.66,460.0,5400,2020,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,2.9,6.5,414,3.5,0.9,630.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,20,0.3,6.8,637,8.0,2.72,840.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,20,4.1,6.7,757,4.0,0.34,1500.0,16000,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,21,0.5,6.8,749,7.0,2.16,940.0,5400,2020,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,0.5,6.1,76,4.0,1,1200.0,9200,2020,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KERALA,26,0.9,6.2,241,2.3,0.01,200.0,1300,2020,97.5,2.6,204.51389967533927,MEDIUM
LAKE,KERALA,20,6.8,6.8,140,1.2,0.67,40.0,180,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,20,3.6,6.6,18200,2.9,2.2,100.0,310,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,19,6.1,6.9,13120,1.7,1.1,80.0,310,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,27,2.3,6.6,320,0.1,0.07,480.0,1100,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,21,6.7,6.5,33,0.1,0.01,2.0,2,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,26,6,6.7,300,0.9,0.04,17.0,49,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,25,2.6,6.8,2348,2.7,0.01,2.0,2,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,25,3.9,6.9,171,1.1,0.01,100.0,400,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,24,6.8,6.9,24,0.1,0.01,4.0,14,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,25,4.9,6.8,180,1.8,0.01,2.0,2,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,24,6.6,6.7,38,0.1,0.01,40.0,120,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,23,6.8,6.7,91,0.1,0.01,2.0,2,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,24,7.6,6.3,20,0.1,0.05,40.0,58,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,25,7.4,6.7,16,0.1,0.01,10.0,17,2020,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,26,1.8,6,102,1.4,0.01,100.0,400,2020,97.5,2.6,204.51389967533927,LOW
POND,KERALA,26,0.9,6.8,265,6.6,0.01,400.0,1700,2020,97.5,2.6,204.51389967533927,MEDIUM
POND,KERALA,23,5.7,6.5,51,0.1,0.01,31.0,54,2020,97.5,2.6,204.51389967533927,LOW
POND,LAKSHADWEEP,27,-,7.2,490,,-,,-,2020,97.7,2.3,0.0,LOW
POND,LAKSHADWEEP,27,-,6.8,646,,-,,-,2020,97.7,2.3,0.0,LOW
LAKE,MADHYA PRADESH,19,6,7.2,162,0.9,1.02,2.0,40,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,19,4.9,6.9,347,2.9,0.32,39.0,920,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,21,7.1,7.4,618,1.2,2.2,3.0,14,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,16,7,7.1,160,0.8,0.21,2.0,10,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,20,5.9,7.5,318,1.8,0.32,1.0,32,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,20,6.6,7.3,314,0.8,0.82,1.0,41,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,16,6.1,7.7,373,0.9,0.64,1.0,41,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,16,6.6,7.6,280,1.0,0.01,1.0,43,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,19,6,7.2,265,0.9,0.62,1.0,39,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,19,6.6,7.1,209,0.7,0.18,2.0,32,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,19,5.9,7.2,512,1.2,1.02,10.0,540,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,20,8,7.5,93,0.1,1.02,2.0,34,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,20,8.3,7.7,160,1.2,1.29,2.0,47,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,19,7.9,7.7,180,1.4,1.32,2.0,46,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,20,3.4,7.4,212,0.1,1.02,2.0,21,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,28,8.6,7.8,273,1.6,0.65,2.0,21,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,12,6.8,7.2,210,1.2,0.1,2.0,24,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,20,6.8,7.3,264,0.6,0.71,1.0,32,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,16,6.4,7.3,220,1.8,0.25,2.0,17,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,16,5.5,6.3,180,2.5,0.12,2.0,11,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,19,6.8,7.1,168,0.8,0.01,2.0,2,2020,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,22,6.6,7.3,350,1.8,0.75,2.0,29,2020,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,24,7.2,7.6,264,1.6,0.48,2.0,40,2020,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,16,6,7.4,226,0.8,0.12,1.0,17,2020,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,16,5,7.1,310,1.9,0.12,2.0,20,2020,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,16,6.1,7.1,234,0.9,0.01,2.0,7,2020,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,16,6.8,7.6,382,1.1,0.83,1.0,48,2020,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,19,6.3,7.2,270,0.7,0.19,2.0,27,2020,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,18,6.7,7.5,150,0.1,0.4,,-,2020,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,17,5.4,7.3,45,0.9,0.12,2.0,25,2020,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,17,6,6.7,290,0.9,0.18,2.0,7,2020,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,19,6.2,7.6,302,0.8,0.09,1.0,31,2020,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,19,6.9,7.1,220,0.8,0.62,1.0,16,2020,74.2,25.8,100.88792696471856,LOW
TANK,MADHYA PRADESH,17,7,7,162,0.8,0.21,2.0,11,2020,74.2,25.8,100.88792696471856,LOW
LAKE,MANIPUR,20,6.9,6.9,130,3.0,-,5.0,35,2020,95.8,4.2,119.98234118429689,LOW
LAKE,MANIPUR,20,6.6,6.7,150,2.9,-,5.0,35,2020,95.8,4.2,119.98234118429689,LOW
LAKE,MANIPUR,20,6.3,7.1,120,2.8,-,10.0,45,2020,95.8,4.2,119.98234118429689,LOW
LAKE,MANIPUR,20,6.7,7.1,125,3.0,-,2.0,15,2020,95.8,4.2,119.98234118429689,LOW
LAKE,MANIPUR,18,6.7,7.2,140,3.2,-,10.0,15,2020,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,18,6.7,7.3,210,3.3,-,10.0,30,2020,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,18,6.6,7.4,180,3.1,-,2.0,10,2020,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,17,5.6,6.7,70,3.0,-,20.0,75,2020,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,18,6.4,7.2,205,3.0,-,5.0,35,2020,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,18,5.9,7,80,3.0,-,5.0,40,2020,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,16,6.3,7.2,70,3.0,-,5.0,25,2020,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,3,6.1,6.4,125,3.2,-,,5,2020,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,19,6.3,6.3,50,3.0,-,9.0,15,2020,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,20,5.7,6.8,140,2.8,-,10.0,35,2020,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,18,5.3,7.2,150,3.3,-,25.0,85,2020,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,18,5.6,7.1,150,3.3,-,20.0,65,2020,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,17,5.1,7.1,90,3.0,-,15.0,15,2020,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,17,5.1,7.1,530,3.5,-,35.0,170,2020,95.8,4.2,119.98234118429689,LOW
LAKE,MEGHALAYA,15,5.6,7.1,67,4.8,0.5,340.0,420,2020,95.8,4.3,397.82883806589393,MEDIUM
LAKE,MEGHALAYA,15,7,7.1,120,3.1,0.3,84.0,390,2020,95.8,4.3,397.82883806589393,MEDIUM
LAKE,MEGHALAYA,6,6,6.7,35,1.4,0.39,9.0,94,2020,95.8,4.3,397.82883806589393,LOW
LAKE,MEGHALAYA,14,4.8,6.9,70,5.5,0.52,330.0,790,2020,95.8,4.3,397.82883806589393,MEDIUM
LAKE,MEGHALAYA,16,5.9,7.2,65,4.8,0.02,310.0,580,2020,95.8,4.3,397.82883806589393,MEDIUM
LAKE,MEGHALAYA,12,5.6,6.9,65,4.9,0.3,310.0,630,2020,95.8,4.3,397.82883806589393,MEDIUM
LAKE,MEGHALAYA,19,6.8,7,55,1.6,0.32,21.0,130,2020,95.8,4.3,397.82883806589393,LOW
LAKE,MIZORAM,13,7.3,6.3,38,0.9,0.01,,-,2020,98.6,1.5,142.21441254978126,LOW
POND,MIZORAM,17,3.6,6.3,198,0.9,0.02,,-,2020,98.6,1.5,142.21441254978126,LOW
POND,MIZORAM,18,3.1,7.1,185,0.3,0.02,,-,2020,98.6,1.5,142.21441254978126,LOW
LAKE,NAGALAND,19,3.9,6.7,72,1.8,0.09,,-,2020,94.6,5.4,117.5489728609356,LOW
LAKE,NAGALAND,20,4.8,6.7,120,1.7,0.08,,-,2020,94.6,5.4,117.5489728609356,LOW
LAKE,ODISHA,22,6.1,7,1830,0.5,0.02,2.0,45,2020,64.8,35.2,114.51607696648888,LOW
LAKE,ODISHA,20,5.1,6.9,92,0.6,0.02,170.0,490,2020,64.8,35.2,114.51607696648888,MEDIUM
LAKE,ODISHA,13,5.8,7.4,6898,0.9,0.04,2.0,20,2020,64.8,35.2,114.51607696648888,LOW
LAKE,ODISHA,12,3,7.8,305,2.1,0.02,130.0,230,2020,64.8,35.2,114.51607696648888,MEDIUM
LAKE,ODISHA,18,4,6.6,108,0.6,0.02,110.0,220,2020,64.8,35.2,114.51607696648888,MEDIUM
LAKE,ODISHA,19,4.6,6.9,112,0.5,0.02,20.0,110,2020,64.8,35.2,114.51607696648888,LOW
LAKE,ODISHA,18,4.8,6.6,90,0.6,0.02,45.0,170,2020,64.8,35.2,114.51607696648888,LOW
POND,ODISHA,20,6.4,6.8,208,1.3,0.02,20.0,490,2020,64.8,35.2,114.51607696648888,LOW
POND,ODISHA,22,4.5,7.9,461,2.3,0.02,2.0,20,2020,64.8,35.2,114.51607696648888,MEDIUM
POND,ODISHA,23,2.8,7.7,513,3.7,0.23,2.0,36,2020,64.8,35.2,114.51607696648888,MEDIUM
POND,ODISHA,20,3.1,7.4,267,3.5,0.02,2.0,78,2020,64.8,35.2,114.51607696648888,MEDIUM
POND,ODISHA,22,2.9,7.9,424,3.6,0.02,2.0,2,2020,64.8,35.2,114.51607696648888,MEDIUM
POND,ODISHA,15,3.5,7.2,288,3.3,0.19,2.0,45,2020,64.8,35.2,114.51607696648888,MEDIUM
POND,ODISHA,16,5.4,7.1,176,0.9,0.02,220.0,790,2020,64.8,35.2,114.51607696648888,MEDIUM
POND,ODISHA,19,2.8,7.3,246,2.0,0.02,220.0,790,2020,64.8,35.2,114.51607696648888,MEDIUM
LAKE,PUDUCHERRY,27,5.2,7.2,182,0.8,0.05,13.0,23,2020,81.99999999999999,18.0,123.94935149080624,LOW
LAKE,PUDUCHERRY,28,4,6.9,287,1.0,0.02,240.0,1600,2020,81.99999999999999,18.0,123.94935149080624,LOW
LAKE,PUDUCHERRY,13,5.1,7.2,218,1.5,0.03,2.0,1600,2020,81.99999999999999,18.0,123.94935149080624,LOW
LAKE,PUNJAB,11,6.5,7.4,207,1.1,0.5,110.0,700,2020,93.4,6.6,58.00004207424697,LOW
LAKE,PUNJAB,12,7,7.5,204,1.1,0.6,140.0,1000,2020,93.4,6.6,58.00004207424697,LOW
LAKE,PUNJAB,6,0.3,7.5,138,0.1,0.1,11.0,61,2020,93.4,6.6,58.00004207424697,LOW
LAKE,RAJASTHAN,23,6.9,8,420,1.2,1.68,21.0,28,2020,82.00000000000001,18.0,63.092227605732575,LOW
LAKE,RAJASTHAN,20,5.1,7.6,1060,1.2,1.66,64.0,120,2020,82.00000000000001,18.0,63.092227605732575,LOW
LAKE,RAJASTHAN,21,1.2,7.7,190,1.5,1.55,14.0,28,2020,82.00000000000001,18.0,63.092227605732575,LOW
LAKE,RAJASTHAN,14,3.4,7.8,230,0.7,1.14,39.0,75,2020,82.00000000000001,18.0,63.092227605732575,LOW
LAKE,RAJASTHAN,20,1.6,7.9,310,1.1,0.92,39.0,75,2020,82.00000000000001,18.0,63.092227605732575,LOW
LAKE,RAJASTHAN,20,5.2,7,210,0.6,0.08,14.0,21,2020,82.00000000000001,18.0,63.092227605732575,LOW
LAKE,RAJASTHAN,22,5.1,8.1,560,0.8,1.54,64.0,120,2020,82.00000000000001,18.0,63.092227605732575,LOW
LAKE,RAJASTHAN,19,1,7.6,430,1.6,2.07,75.0,150,2020,82.00000000000001,18.0,63.092227605732575,LOW
LAKE,RAJASTHAN,20,4.8,7.9,390,1.0,1.25,14.0,21,2020,82.00000000000001,18.0,63.092227605732575,LOW
LAKE,RAJASTHAN,20,3,8,690,1.4,1.35,64.0,120,2020,82.00000000000001,18.0,63.092227605732575,LOW
LAKE,RAJASTHAN,20,3.2,7.9,540,1.1,1.56,93.0,150,2020,82.00000000000001,18.0,63.092227605732575,LOW
POND,RAJASTHAN,24,7.2,7.9,360,1.0,1.02,20.0,39,2020,82.00000000000001,18.0,63.092227605732575,LOW
LAKE,TAMIL NADU,18,6,6,68,2.0,0.32,36.0,60,2020,75.1,24.9,76.32760509307658,LOW
LAKE,TAMIL NADU,17,4.6,6.7,345,2.0,0.04,12.0,34,2020,75.1,24.9,76.32760509307658,LOW
LAKE,TAMIL NADU,20,5.9,6.5,286,0.1,0.22,25.0,120,2020,75.1,24.9,76.32760509307658,LOW
LAKE,TAMIL NADU,23,5.7,7.9,454,0.1,0.15,31.0,70,2020,75.1,24.9,76.32760509307658,LOW
LAKE,TAMIL NADU,26,5,7.2,358,2.0,0.32,2.0,2,2020,75.1,24.9,76.32760509307658,LOW
LAKE,TAMIL NADU,26,4.9,7,340,1.0,0.14,2.0,2,2020,75.1,24.9,76.32760509307658,LOW
LAKE,TAMIL NADU,26,5,7.2,836,1.0,0.32,2.0,40,2020,75.1,24.9,76.32760509307658,LOW
LAKE,TAMIL NADU,26,4.8,7.3,13010,2.0,0.32,2.0,2,2020,75.1,24.9,76.32760509307658,LOW
LAKE,TELANGANA,25,0.4,6.9,1066,8.0,2.59,14.0,350,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,26,0.1,6.8,1070,8.0,0.1,8.0,31,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,27,4,7.2,272,2.1,0.29,2.0,5,2020,70.86417359187443,29.16088027085257,110.9793956393394,LOW
LAKE,TELANGANA,22,0.1,7.1,1084,2.7,0.7,2.0,2,2020,70.86417359187443,29.16088027085257,110.9793956393394,LOW
LAKE,TELANGANA,26,0.1,6.9,1048,6.0,1.1,2.0,220,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,26,0.1,7,1072,12.0,3.9,2.0,110,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,27,5.8,7.4,155,2.1,0.01,2.0,2,2020,70.86417359187443,29.16088027085257,110.9793956393394,LOW
LAKE,TELANGANA,26,4.2,6.9,408,2.0,0.4,2.0,18,2020,70.86417359187443,29.16088027085257,110.9793956393394,LOW
LAKE,TELANGANA,26,0.1,7.1,1066,6.0,1.64,2.0,79,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,26,0.1,6.9,840,4.0,0.4,2.0,20,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,25,0.1,6.9,816,6.0,2.04,8.0,26,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,24,0.1,6.9,928,10.0,0.7,17.0,230,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,26,0.3,7,1080,8.0,1.18,14.0,280,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,25,0.1,7,1160,2.9,1.4,2.0,74,2020,70.86417359187443,29.16088027085257,110.9793956393394,LOW
LAKE,TELANGANA,27,0.1,6.7,712,4.0,0.3,4.0,180,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,23,0.1,7.1,645,2.6,1,2.0,74,2020,70.86417359187443,29.16088027085257,110.9793956393394,LOW
LAKE,TELANGANA,26,0.1,6.8,1081,8.0,3.4,2.0,63,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,26,0.1,6.9,1105,8.0,1,2.0,49,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,20,0.1,6.7,1122,6.0,3.1,12.0,120,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,27,0.1,6.9,474,2.2,0.3,2.0,70,2020,70.86417359187443,29.16088027085257,110.9793956393394,LOW
LAKE,TELANGANA,22,0.1,7.2,887,4.0,1,4.0,84,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,18,0.1,6.9,685,6.0,0.8,4.0,110,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,19,0.3,7.3,729,4.0,1.2,2.0,84,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,26,0.1,6.9,1216,7.0,1.8,2.0,63,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
LAKE,TELANGANA,26,0.1,6.9,1267,7.0,2.1,2.0,110,2020,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
